chr	start	end	uniq_id	type
chr2	9470482	9470502	cg25739938	blood
chr2	9565629	9565649	cg20899781	epithelial
chr2	10304621	10304641	cg18022012	cord_blood
chr2	11745130	11745150	cg02069619	cord_blood
chr2	15120321	15120341	cg11710595	blood
chr2	16650969	16650989	cg04163638	cord_blood
chr2	20515048	20515068	cg02153681	epithelial
chr2	20572967	20572987	cg13283094	cord_blood
chr2	20584636	20584656	cg23176316	epithelial
chr2	24919137	24919157	cg26752663	cord_blood
chr2	25339633	25339653	cg06748978	cord_blood
chr2	25558617	25558637	cg23192403	epithelial
chr2	26788972	26788992	cg10480329	blood
chr2	27573108	27573128	cg03708221	blood
chr2	27576534	27576554	cg10142452	blood
chr2	28286693	28286713	cg20657709	blood
chr2	30159698	30159718	cg19931733	cord_blood
chr2	30422079	30422099	cg00017826	cord_blood
chr2	33134121	33134141	cg11918450	cord_blood
chr2	33134279	33134299	cg13652008	blood
chr2	33134611	33134631	cg14102437	cord_blood
chr2	36408366	36408386	cg23336143	cord_blood
chr2	37190856	37190876	cg05627557	blood
chr2	37318409	37318429	cg05669832	cord_blood
chr2	37318449	37318469	cg26690127	cord_blood
chr2	37415340	37415360	cg25185536	cord_blood
chr2	37676328	37676348	cg13909405	epithelial
chr2	38666099	38666119	cg23643435	blood
chr2	42217677	42217697	cg09535475	blood
chr2	43169182	43169202	cg14675881	cord_blood
chr2	43171022	43171042	cg01243072	blood
chr2	45612504	45612524	cg02630207	cord_blood
chr2	45822027	45822047	cg06398242	epithelial
chr2	46538551	46538571	cg16097858	cord_blood
chr2	47043499	47043519	cg15659527	epithelial
chr2	53859707	53859727	cg19592277	epithelial
chr2	53860322	53860342	cg01400468	epithelial
chr2	54633456	54633476	cg25407528	epithelial
chr2	60495168	60495188	cg23678058	cord_blood
chr2	64064656	64064676	cg26099045	cord_blood
chr2	64938016	64938036	cg05025332	cord_blood
chr2	65366789	65366809	cg08467103	cord_blood
chr2	65639725	65639745	cg16986661	epithelial
chr2	66437393	66437413	cg07809589	blood
chr2	66437818	66437838	cg23398076	blood
chr2	67446675	67446695	cg16627836	epithelial
chr2	68365252	68365272	cg10812236	blood
chr2	68365595	68365615	cg13468685	blood
chr2	68734353	68734373	cg25887844	blood
chr2	68734455	68734475	cg15258980	blood
chr2	69767083	69767103	cg25099065	cord_blood
chr2	69961950	69961970	cg09948350	cord_blood
chr2	70260858	70260878	cg10934870	cord_blood
chr2	73059350	73059370	cg07558704	blood
chr2	74037570	74037590	cg01987702	blood
chr2	74740553	74740573	cg10818657	epithelial
chr2	74862532	74862552	cg12077754	cord_blood
chr2	75540530	75540550	cg24405470	epithelial
chr2	85053995	85054015	cg07002540	blood
chr2	85324717	85324737	cg01054402	blood
chr2	85668868	85668888	cg26394380	cord_blood
chr2	85694150	85694170	cg10628126	blood
chr2	85694396	85694416	cg18310515	blood
chr2	85914965	85914985	cg10498814	cord_blood
chr2	86193467	86193487	cg07133479	cord_blood
chr2	86785677	86785697	cg00219921	blood
chr2	86788680	86788700	cg24345747	blood
chr2	86791811	86791831	cg09318840	blood
chr2	86791825	86791845	cg08506127	blood
chr2	86791833	86791853	cg18830527	blood
chr2	86792059	86792079	cg21648425	blood
chr2	86792479	86792499	cg18174654	blood
chr2	86792713	86792733	cg12344862	blood
chr2	86793804	86793824	cg25939861	blood
chr2	86807067	86807087	cg03318654	blood
chr2	86809867	86809887	cg19410791	blood
chr2	86815538	86815558	cg18224038	blood
chr2	86821356	86821376	cg18857618	blood
chr2	86821614	86821634	cg04329870	blood
chr2	86825273	86825293	cg08777095	blood
chr2	86825462	86825482	cg22999502	cord_blood
chr2	88058391	88058411	cg12500949	cord_blood
chr2	94735009	94735029	cg00979178	epithelial
chr2	96505471	96505491	cg14247287	epithelial
chr2	98664457	98664477	cg02606840	blood
chr2	98664490	98664510	cg03429643	blood
chr2	100394297	100394317	cg18406852	blood
chr2	102417329	102417349	cg11335172	blood
chr2	102419365	102419385	cg21282997	cord_blood
chr2	102421701	102421721	cg27361520	cord_blood
chr2	105796543	105796563	cg09391405	blood
chr2	105821654	105821674	cg00705730	blood
chr2	106160447	106160467	cg23362669	epithelial
chr2	111100386	111100406	cg08886790	cord_blood
chr2	112182822	112182842	cg01154505	blood
chr2	112813438	112813458	cg17528559	cord_blood
chr2	115064452	115064472	cg12448298	epithelial
chr2	119678453	119678473	cg24441810	cord_blood
chr2	120792139	120792159	cg07528209	epithelial
chr2	127415896	127415916	cg23217025	epithelial
chr2	127700697	127700717	cg03339817	blood
chr2	128170388	128170408	cg15357118	cord_blood
chr2	134289800	134289820	cg11706849	blood
chr2	136006049	136006069	cg12313149	cord_blood
chr2	137969637	137969657	cg06162038	cord_blood
chr2	138072393	138072413	cg22055891	epithelial
chr2	142874611	142874631	cg12192282	cord_blood
chr2	143476851	143476871	cg19867914	cord_blood
chr2	143955242	143955262	cg11389618	epithelial
chr2	144521231	144521251	cg17594003	blood
chr2	146874516	146874536	cg03373714	epithelial
chr2	148882243	148882263	cg00213281	cord_blood
chr2	150126509	150126529	cg00927503	epithelial
chr2	151364005	151364025	cg03406844	cord_blood
chr2	160293487	160293507	cg14660163	epithelial
chr2	160583020	160583040	cg22758493	epithelial
chr2	166126405	166126425	cg26056277	blood
chr2	169031412	169031432	cg00295325	epithelial
chr2	169031853	169031873	cg21346679	epithelial
chr2	170530544	170530564	cg19702675	cord_blood
chr2	172429355	172429375	cg15890754	cord_blood
chr2	174780675	174780695	cg10142566	cord_blood
chr2	176493400	176493420	cg09644974	cord_blood
chr2	177245235	177245255	cg17178175	cord_blood
chr2	177252253	177252273	cg27507284	blood
chr2	178074447	178074467	cg24365417	cord_blood
chr2	181848672	181848692	cg23261319	cord_blood
chr2	190407239	190407259	cg02598071	blood
chr2	196260638	196260658	cg22765299	cord_blood
chr2	197152728	197152748	cg07065759	cord_blood
chr2	200352758	200352778	cg17868893	epithelial
chr2	201129062	201129082	cg25567938	cord_blood
chr2	201183367	201183387	cg12105450	blood
chr2	203705222	203705242	cg07930752	blood
chr2	203705334	203705354	cg10240150	cord_blood
chr2	203959780	203959800	cg17751550	epithelial
chr2	205748855	205748875	cg06285439	epithelial
chr2	206531112	206531132	cg04371413	cord_blood
chr2	207152189	207152209	cg10278149	blood
chr2	213085912	213085932	cg05148385	cord_blood
chr2	215843637	215843657	cg12535109	epithelial
chr2	215843645	215843665	cg08729279	epithelial
chr2	216006501	216006521	cg10820936	epithelial
chr2	216206220	216206240	cg09977847	cord_blood
chr2	216492426	216492446	cg00760938	blood
chr2	217978496	217978516	cg01089914	epithelial
chr2	218881016	218881036	cg25607121	blood
chr2	219249557	219249577	cg13315450	blood
chr2	221455806	221455826	cg22888848	cord_blood
chr2	223760353	223760373	cg02234653	cord_blood
chr2	223954580	223954600	cg25757820	cord_blood
chr2	224221780	224221800	cg01356872	epithelial
chr2	226773778	226773798	cg20951650	cord_blood
chr2	229520456	229520476	cg11518826	epithelial
chr2	230225806	230225826	cg03887528	blood
chr2	230878009	230878029	cg19455189	blood
chr2	232551705	232551725	cg01011757	cord_blood
chr2	233060132	233060152	cg16321975	epithelial
chr2	233202489	233202509	cg01591579	cord_blood
chr2	234451009	234451029	cg13484324	cord_blood
chr2	234670298	234670318	cg10005565	epithelial
chr2	234880822	234880842	cg09398856	epithelial
chr2	235026291	235026311	cg16167060	epithelial
chr2	236572427	236572447	cg15911409	cord_blood
chr2	237208103	237208123	cg18401108	epithelial
chr2	237278502	237278522	cg04256248	epithelial
chr2	237669723	237669743	cg08063160	cord_blood
chr2	239138225	239138245	cg03886681	blood
chr2	239164472	239164492	cg08444004	blood
chr2	239275063	239275083	cg05870586	blood
chr2	239294945	239294965	cg10018933	cord_blood
chr2	239298677	239298697	cg10947611	cord_blood
chr2	239309145	239309165	cg05171197	cord_blood
chr2	239369804	239369824	cg06398474	blood
chr2	239369952	239369972	cg06117093	blood
chr2	239927497	239927517	cg20598190	cord_blood
chr2	240351019	240351039	cg13921903	epithelial
chr2	241763128	241763148	cg06022561	cord_blood
chr2	241763456	241763476	cg13613174	cord_blood
chr2	241845554	241845574	cg07728865	blood
chr2	241859847	241859867	cg00795812	blood
chr2	241859937	241859957	cg03889044	blood
chr2	242002953	242002973	cg05705140	cord_blood
chr20	1551887	1551907	cg03726785	epithelial
chr20	1659160	1659180	cg13408605	cord_blood
chr20	1943909	1943929	cg19358608	blood
chr20	3675754	3675774	cg07414492	cord_blood
chr20	4815230	4815250	cg03519577	epithelial
chr20	17612786	17612806	cg06449334	blood
chr20	19886482	19886502	cg20918393	blood
chr20	20056446	20056466	cg06039489	cord_blood
chr20	24949049	24949069	cg27641239	epithelial
chr20	24949070	24949090	cg11804789	epithelial
chr20	24993716	24993736	cg06937882	cord_blood
chr20	36017730	36017750	cg09760574	epithelial
chr20	36646157	36646177	cg15844596	epithelial
chr20	41141114	41141134	cg24961795	cord_blood
chr20	45174573	45174593	cg19931348	cord_blood
chr20	45781465	45781485	cg07982740	epithelial
chr20	50305525	50305545	cg21451309	epithelial
chr20	51542447	51542467	cg10226546	epithelial
chr20	53581676	53581696	cg12032027	blood
chr20	53740362	53740382	cg11837293	blood
chr20	53875660	53875680	cg15878616	blood
chr20	53875699	53875719	cg11597277	cord_blood
chr20	57392612	57392632	cg18062140	cord_blood
chr20	57560946	57560966	cg13904968	cord_blood
chr20	62427645	62427665	cg17565967	cord_blood
chr20	63567793	63567813	cg11779113	epithelial
chr20	63567818	63567838	cg06064964	epithelial
chr21	6139219	6139239	cg02651190	cord_blood
chr21	26963852	26963872	cg05529278	epithelial
chr21	34075905	34075925	cg21291385	blood
chr21	37236290	37236310	cg25846372	cord_blood
chr21	37417783	37417803	cg01619796	cord_blood
chr21	38773470	38773490	cg11767757	cord_blood
chr21	38773989	38774009	cg16411445	cord_blood
chr21	38805016	38805036	cg06958537	epithelial
chr21	39388322	39388342	cg05627733	cord_blood
chr21	41362329	41362349	cg21130374	epithelial
chr21	42232584	42232604	cg01881899	blood
chr21	42403952	42403972	cg00134539	cord_blood
chr21	42572536	42572556	cg00288945	epithelial
chr21	43812341	43812361	cg00546897	cord_blood
chr21	44145436	44145456	cg13203135	blood
chr21	44206598	44206618	cg15348679	blood
chr21	44293826	44293846	cg26472802	cord_blood
chr21	44920908	44920928	cg09829580	epithelial
chr21	44968237	44968257	cg11327657	cord_blood
chr21	45470983	45471003	cg26852712	cord_blood
chr22	18025522	18025542	cg14771451	cord_blood
chr22	19022896	19022916	cg00458681	blood
chr22	19120971	19120991	cg02771464	epithelial
chr22	20062765	20062785	cg03175417	epithelial
chr22	21937859	21937879	cg25898577	blood
chr22	21938736	21938756	cg27653384	blood
chr22	23177719	23177739	cg11229267	epithelial
chr22	24427536	24427556	cg20660269	blood
chr22	24427541	24427561	cg02237342	epithelial
chr22	29031853	29031873	cg07127410	cord_blood
chr22	30266988	30267008	cg02597698	epithelial
chr22	30266995	30267015	cg25666403	epithelial
chr22	30267008	30267028	cg02026204	epithelial
chr22	30940788	30940808	cg23825480	cord_blood
chr22	31126180	31126200	cg22281206	cord_blood
chr22	31661069	31661089	cg01582066	blood
chr22	35840599	35840619	cg26196531	cord_blood
chr22	36166344	36166364	cg01949403	blood
chr22	36166358	36166378	cg07707056	cord_blood
chr22	36166969	36166989	cg08390994	cord_blood
chr22	36166990	36167010	cg06703343	cord_blood
chr22	37127101	37127121	cg24509815	cord_blood
chr22	37633461	37633481	cg21268578	blood
chr22	38268949	38268969	cg15789789	cord_blood
chr22	38494699	38494719	cg15906007	blood
chr22	39685505	39685525	cg00984060	blood
chr22	39901022	39901042	cg03840259	epithelial
chr22	39901034	39901054	cg26203383	epithelial
chr22	40048869	40048889	cg06679089	cord_blood
chr22	40177040	40177060	cg01381829	cord_blood
chr22	40324617	40324637	cg14150023	cord_blood
chr22	40324619	40324639	cg16093065	cord_blood
chr22	46292916	46292936	cg03068030	cord_blood
chr22	46371269	46371289	cg05653887	blood
chr22	46625860	46625880	cg04873169	cord_blood
chr22	49762307	49762327	cg04877737	cord_blood
chr22	49826096	49826116	cg06057569	cord_blood
chr22	50077034	50077054	cg04195684	cord_blood
chr22	50473867	50473887	cg07016730	blood
chr22	50697887	50697907	cg18982286	epithelial
chr22	50720282	50720302	cg13213810	epithelial
chr3	4984190	4984210	cg16582517	blood
chr3	4985902	4985922	cg01607932	epithelial
chr3	4985921	4985941	cg14029912	epithelial
chr3	4995650	4995670	cg03467706	epithelial
chr3	8629665	8629685	cg02578087	blood
chr3	8869730	8869750	cg14329285	epithelial
chr3	10242586	10242606	cg18527651	cord_blood
chr3	11225324	11225344	cg17660833	cord_blood
chr3	12953367	12953387	cg03325598	cord_blood
chr3	13021655	13021675	cg26692003	blood
chr3	13548840	13548860	cg09543427	blood
chr3	13548905	13548925	cg19392656	blood
chr3	13548929	13548949	cg18603228	blood
chr3	13548934	13548954	cg01896761	blood
chr3	13568549	13568569	cg02146340	cord_blood
chr3	14453208	14453228	cg13496041	epithelial
chr3	15451208	15451228	cg19915997	cord_blood
chr3	15645754	15645774	cg21634628	blood
chr3	15731373	15731393	cg27274718	cord_blood
chr3	15983023	15983043	cg20216309	epithelial
chr3	16259021	16259041	cg18650518	cord_blood
chr3	16289818	16289838	cg22230912	cord_blood
chr3	17195438	17195458	cg19131667	cord_blood
chr3	18836055	18836075	cg16775598	cord_blood
chr3	24508002	24508022	cg23683962	blood
chr3	24683864	24683884	cg13279811	blood
chr3	27533777	27533797	cg13332142	epithelial
chr3	27729351	27729371	cg24383418	cord_blood
chr3	30626371	30626391	cg07285675	cord_blood
chr3	30681055	30681075	cg15171154	cord_blood
chr3	32239464	32239484	cg25496930	blood
chr3	35933039	35933059	cg20130571	cord_blood
chr3	38950699	38950719	cg02244028	blood
chr3	39347258	39347278	cg27423838	blood
chr3	40502112	40502132	cg17687789	cord_blood
chr3	42603985	42604005	cg14694085	cord_blood
chr3	42905270	42905290	cg06845438	cord_blood
chr3	45133919	45133939	cg09220326	blood
chr3	45886505	45886525	cg17642041	cord_blood
chr3	45943336	45943356	cg08450017	cord_blood
chr3	45943440	45943460	cg25226014	cord_blood
chr3	46089356	46089376	cg24954967	cord_blood
chr3	46202598	46202618	cg10499974	blood
chr3	48269397	48269417	cg05070273	blood
chr3	48402450	48402470	cg25616869	epithelial
chr3	49089921	49089941	cg15856832	cord_blood
chr3	49501109	49501129	cg09416188	cord_blood
chr3	50338968	50338988	cg01932734	cord_blood
chr3	50339034	50339054	cg24049629	blood
chr3	50606751	50606771	cg08970648	cord_blood
chr3	51998049	51998069	cg20685233	epithelial
chr3	52050895	52050915	cg08350797	cord_blood
chr3	53328928	53328948	cg11014468	blood
chr3	57970083	57970103	cg11895596	epithelial
chr3	59766614	59766634	cg07351758	epithelial
chr3	60636783	60636803	cg00658590	cord_blood
chr3	61664240	61664260	cg00974944	epithelial
chr3	66387022	66387042	cg15035590	blood
chr3	67655613	67655633	cg01631215	epithelial
chr3	71062762	71062782	cg20525486	blood
chr3	71878751	71878771	cg04478930	cord_blood
chr3	81838382	81838402	cg11036656	cord_blood
chr3	85005621	85005641	cg18480946	epithelial
chr3	87121172	87121192	cg17810360	epithelial
chr3	89180603	89180623	cg01824625	epithelial
chr3	98962381	98962401	cg05416753	epithelial
chr3	100184584	100184604	cg20843202	epithelial
chr3	101036757	101036777	cg04906886	epithelial
chr3	101565312	101565332	cg12422199	cord_blood
chr3	106728587	106728607	cg10902850	epithelial
chr3	107525889	107525909	cg02321062	blood
chr3	107987388	107987408	cg06489037	blood
chr3	108301870	108301890	cg08817540	blood
chr3	112083448	112083468	cg18279004	cord_blood
chr3	112090613	112090633	cg16217908	cord_blood
chr3	112122008	112122028	cg22256853	cord_blood
chr3	112974040	112974060	cg10708271	cord_blood
chr3	112975205	112975225	cg17638468	blood
chr3	114293949	114293969	cg19456938	cord_blood
chr3	115239842	115239862	cg12431891	epithelial
chr3	119352356	119352376	cg21904489	cord_blood
chr3	119418432	119418452	cg11926444	cord_blood
chr3	121772525	121772545	cg21792134	blood
chr3	122984925	122984945	cg13482010	cord_blood
chr3	122999554	122999574	cg02505099	cord_blood
chr3	125057299	125057319	cg01311222	epithelial
chr3	125063215	125063235	cg27280037	epithelial
chr3	126858998	126859018	cg07373212	epithelial
chr3	127586217	127586237	cg09846625	cord_blood
chr3	128485960	128485980	cg01102073	cord_blood
chr3	128805049	128805069	cg01368075	cord_blood
chr3	128993322	128993342	cg02727530	epithelial
chr3	129025971	129025991	cg24176926	epithelial
chr3	129119497	129119517	cg05859076	blood
chr3	129441282	129441302	cg18303397	blood
chr3	129558468	129558488	cg21333217	blood
chr3	129603684	129603704	cg12177944	blood
chr3	130974974	130974994	cg05936004	blood
chr3	133568919	133568939	cg02223135	epithelial
chr3	133821953	133821973	cg27366882	epithelial
chr3	134358180	134358200	cg08133629	epithelial
chr3	141403780	141403800	cg20959189	cord_blood
chr3	142209937	142209957	cg03540329	cord_blood
chr3	143135335	143135355	cg19145082	cord_blood
chr3	143786488	143786508	cg03804400	cord_blood
chr3	143848640	143848660	cg15360181	cord_blood
chr3	144128466	144128486	cg06815003	cord_blood
chr3	146551329	146551349	cg26283496	blood
chr3	149969205	149969225	cg01070987	epithelial
chr3	150760128	150760148	cg13590228	cord_blood
chr3	151330539	151330559	cg12207930	blood
chr3	151330608	151330628	cg00091349	blood
chr3	152458219	152458239	cg25006077	blood
chr3	158097182	158097202	cg00303223	epithelial
chr3	159941899	159941919	cg26187205	cord_blood
chr3	170178818	170178838	cg03603669	cord_blood
chr3	172513728	172513748	cg03055671	blood
chr3	172749526	172749546	cg21643939	epithelial
chr3	177824301	177824321	cg25587431	epithelial
chr3	178060503	178060523	cg19893473	epithelial
chr3	179037399	179037419	cg19408207	blood
chr3	181692065	181692085	cg20573218	epithelial
chr3	182193951	182193971	cg26010655	epithelial
chr3	183211475	183211495	cg23819411	cord_blood
chr3	183555447	183555467	cg20425130	epithelial
chr3	183555644	183555664	cg19797087	epithelial
chr3	183555759	183555779	cg09606470	epithelial
chr3	184332595	184332615	cg23189692	cord_blood
chr3	184579582	184579602	cg18990407	blood
chr3	184673223	184673243	cg22998873	epithelial
chr3	186502685	186502705	cg25947970	cord_blood
chr3	187020522	187020542	cg01040649	blood
chr3	187020572	187020592	cg25599673	blood
chr3	187403982	187404002	cg03901576	epithelial
chr3	187746850	187746870	cg01598596	cord_blood
chr3	188397538	188397558	cg23651889	blood
chr3	188951141	188951161	cg24314564	blood
chr3	191328748	191328768	cg19066520	cord_blood
chr3	193702043	193702063	cg20754708	cord_blood
chr3	194138277	194138297	cg14475875	blood
chr3	194400088	194400108	cg26294551	cord_blood
chr3	194691783	194691803	cg09217898	cord_blood
chr3	195105672	195105692	cg06706813	cord_blood
chr3	195541815	195541835	cg00494544	cord_blood
chr3	196220040	196220060	cg04855678	blood
chr3	196656823	196656843	cg22959409	cord_blood
chr4	477591	477611	cg16654610	blood
chr4	981023	981043	cg18168751	cord_blood
chr4	1209370	1209390	cg15203271	cord_blood
chr4	1316080	1316100	cg07110949	blood
chr4	1331079	1331099	cg07748255	cord_blood
chr4	1986614	1986634	cg21238254	cord_blood
chr4	2320220	2320240	cg22488278	blood
chr4	2320341	2320361	cg12811871	cord_blood
chr4	2570809	2570829	cg12833118	cord_blood
chr4	2954890	2954910	cg18257485	blood
chr4	3484643	3484663	cg06521357	cord_blood
chr4	3638744	3638764	cg27073349	epithelial
chr4	7250850	7250870	cg19923393	epithelial
chr4	7435419	7435439	cg12598054	cord_blood
chr4	7655566	7655586	cg21254939	blood
chr4	7655744	7655764	cg10879992	blood
chr4	7655971	7655991	cg14084689	blood
chr4	10964586	10964606	cg17634650	cord_blood
chr4	14856656	14856676	cg17694130	blood
chr4	16899100	16899120	cg03368758	cord_blood
chr4	19776175	19776195	cg24770408	epithelial
chr4	24245153	24245173	cg05700616	epithelial
chr4	26994257	26994277	cg08639389	cord_blood
chr4	32930453	32930473	cg02060919	epithelial
chr4	36066448	36066468	cg11661265	epithelial
chr4	36255647	36255667	cg15384400	blood
chr4	36281563	36281583	cg21010701	cord_blood
chr4	37730261	37730281	cg09153659	epithelial
chr4	39770115	39770135	cg22326973	cord_blood
chr4	40243490	40243510	cg05039671	blood
chr4	40516038	40516058	cg14160419	cord_blood
chr4	40673144	40673164	cg09126279	cord_blood
chr4	41160170	41160190	cg08670693	epithelial
chr4	42893580	42893600	cg14184077	epithelial
chr4	47531878	47531898	cg10062193	epithelial
chr4	48134425	48134445	cg17984638	cord_blood
chr4	52246531	52246551	cg05897122	cord_blood
chr4	53591751	53591771	cg24546446	epithelial
chr4	56648651	56648671	cg06202778	blood
chr4	56654962	56654982	cg04307083	blood
chr4	64912753	64912773	cg09006039	epithelial
chr4	67291119	67291139	cg20390015	epithelial
chr4	67468718	67468738	cg23599224	cord_blood
chr4	67558767	67558787	cg12879425	epithelial
chr4	73677245	73677265	cg17679619	cord_blood
chr4	74308347	74308367	cg19747465	cord_blood
chr4	74308477	74308497	cg10057264	blood
chr4	76898525	76898545	cg18351406	epithelial
chr4	77155988	77156008	cg21475610	epithelial
chr4	78156027	78156047	cg19418525	cord_blood
chr4	81892300	81892320	cg23831864	epithelial
chr4	86817160	86817180	cg26308042	epithelial
chr4	87038089	87038109	cg13943333	cord_blood
chr4	88525248	88525268	cg03340036	blood
chr4	89305913	89305933	cg02734358	blood
chr4	89753875	89753895	cg08030922	epithelial
chr4	90216136	90216156	cg20565833	epithelial
chr4	95628781	95628801	cg17454283	epithelial
chr4	98377769	98377789	cg05492387	blood
chr4	98662784	98662804	cg02304751	cord_blood
chr4	98663800	98663820	cg14011327	blood
chr4	99301303	99301323	cg11382687	epithelial
chr4	101824247	101824267	cg21997986	cord_blood
chr4	103716461	103716481	cg02133070	epithelial
chr4	108108874	108108894	cg19296305	cord_blood
chr4	114688177	114688197	cg07913430	epithelial
chr4	121070507	121070527	cg18670770	blood
chr4	121216531	121216551	cg05559643	cord_blood
chr4	123613815	123613835	cg17764838	epithelial
chr4	140297302	140297322	cg07444408	epithelial
chr4	140755685	140755705	cg02188818	cord_blood
chr4	141134155	141134175	cg22495037	epithelial
chr4	145735518	145735538	cg10744305	epithelial
chr4	145935851	145935871	cg19933595	blood
chr4	147050150	147050170	cg27131703	epithelial
chr4	147809013	147809033	cg00252529	cord_blood
chr4	149885121	149885141	cg03605454	blood
chr4	150062487	150062507	cg23643542	cord_blood
chr4	151099015	151099035	cg06110802	cord_blood
chr4	151676497	151676517	cg17272838	epithelial
chr4	152681089	152681109	cg11844042	epithelial
chr4	153013793	153013813	cg10134425	epithelial
chr4	155505681	155505701	cg06754532	cord_blood
chr4	155738906	155738926	cg18737349	epithelial
chr4	156975883	156975903	cg12692069	cord_blood
chr4	168604762	168604782	cg24784416	epithelial
chr4	169274277	169274297	cg14477767	blood
chr4	183657813	183657833	cg03427849	cord_blood
chr4	184028824	184028844	cg00331101	epithelial
chr4	184268137	184268157	cg04960065	epithelial
chr4	185306079	185306099	cg09373676	epithelial
chr4	185810960	185810980	cg02572796	epithelial
chr4	185810989	185811009	cg20761840	epithelial
chr5	368679	368699	cg23916896	epithelial
chr5	978168	978188	cg18867781	epithelial
chr5	978197	978217	cg16360831	epithelial
chr5	1089628	1089648	cg10594510	cord_blood
chr5	1097249	1097269	cg17851021	blood
chr5	1107067	1107087	cg08830157	cord_blood
chr5	1268941	1268961	cg00576086	cord_blood
chr5	1503470	1503490	cg00287915	blood
chr5	1519140	1519160	cg26934362	cord_blood
chr5	2180128	2180148	cg27040696	epithelial
chr5	10566660	10566680	cg05524458	cord_blood
chr5	10631934	10631954	cg14792180	cord_blood
chr5	14277549	14277569	cg09526469	cord_blood
chr5	14365883	14365903	cg23974120	cord_blood
chr5	14706882	14706902	cg07573020	cord_blood
chr5	17224741	17224761	cg16281534	cord_blood
chr5	31619311	31619331	cg01845501	cord_blood
chr5	32171042	32171062	cg10938393	epithelial
chr5	37835777	37835797	cg08307469	blood
chr5	38464207	38464227	cg25625968	epithelial
chr5	39167059	39167079	cg14555759	blood
chr5	39202945	39202965	cg20380468	blood
chr5	40801973	40801993	cg04276938	cord_blood
chr5	42175326	42175346	cg25311507	epithelial
chr5	55101754	55101774	cg26357596	cord_blood
chr5	55993054	55993074	cg24729879	cord_blood
chr5	56078677	56078697	cg07145038	cord_blood
chr5	57482814	57482834	cg20772593	epithelial
chr5	58188371	58188391	cg25655489	epithelial
chr5	60263381	60263401	cg10487428	cord_blood
chr5	61344302	61344322	cg25386954	cord_blood
chr5	65102229	65102249	cg00476771	cord_blood
chr5	67196626	67196646	cg19919989	cord_blood
chr5	67268696	67268716	cg22961212	epithelial
chr5	67793152	67793172	cg16451803	cord_blood
chr5	68287789	68287809	cg09101894	cord_blood
chr5	68434234	68434254	cg06433467	cord_blood
chr5	72318915	72318935	cg04527989	cord_blood
chr5	72600160	72600180	cg01941278	cord_blood
chr5	73638771	73638791	cg04480106	epithelial
chr5	75320915	75320935	cg05986288	blood
chr5	76582465	76582485	cg08595501	cord_blood
chr5	78518718	78518738	cg17462560	epithelial
chr5	79517225	79517245	cg02125365	cord_blood
chr5	82174227	82174247	cg15153141	blood
chr5	82397066	82397086	cg02052531	epithelial
chr5	83568511	83568531	cg26496628	cord_blood
chr5	83919506	83919526	cg13322063	cord_blood
chr5	87411247	87411267	cg02021919	cord_blood
chr5	95728113	95728133	cg02072492	cord_blood
chr5	96691664	96691684	cg06465076	blood
chr5	96962779	96962799	cg22566142	cord_blood
chr5	102298781	102298801	cg17280723	epithelial
chr5	107251295	107251315	cg01604468	epithelial
chr5	107466234	107466254	cg08942527	epithelial
chr5	110752420	110752440	cg02061660	cord_blood
chr5	111953796	111953816	cg16643706	cord_blood
chr5	112969700	112969720	cg02243061	cord_blood
chr5	113020582	113020602	cg10837404	blood
chr5	115873400	115873420	cg03637218	blood
chr5	119355421	119355441	cg02283238	cord_blood
chr5	122163793	122163813	cg14122403	epithelial
chr5	123099376	123099396	cg14071179	epithelial
chr5	124402110	124402130	cg01806427	cord_blood
chr5	124652523	124652543	cg24650940	cord_blood
chr5	126360146	126360166	cg05593759	cord_blood
chr5	134070841	134070861	cg20945853	blood
chr5	134070849	134070869	cg00851088	blood
chr5	134115682	134115702	cg25947408	cord_blood
chr5	134117779	134117799	cg02387618	cord_blood
chr5	135136274	135136294	cg00619263	cord_blood
chr5	135447881	135447901	cg13577149	cord_blood
chr5	135654863	135654883	cg06520081	epithelial
chr5	135977554	135977574	cg07143623	epithelial
chr5	136006779	136006799	cg18914751	epithelial
chr5	138790861	138790881	cg24854175	cord_blood
chr5	139384679	139384699	cg21554588	cord_blood
chr5	139524480	139524500	cg05187549	cord_blood
chr5	139657728	139657748	cg03992638	blood
chr5	139670820	139670840	cg11176694	blood
chr5	139708721	139708741	cg07708521	cord_blood
chr5	140183278	140183298	cg11953913	blood
chr5	140718797	140718817	cg05174942	epithelial
chr5	142295075	142295095	cg26209730	cord_blood
chr5	142907029	142907049	cg17262755	epithelial
chr5	144089610	144089630	cg11800844	cord_blood
chr5	146641195	146641215	cg11662745	epithelial
chr5	146701083	146701103	cg20945212	epithelial
chr5	146804791	146804811	cg02154084	epithelial
chr5	147804458	147804478	cg15094117	cord_blood
chr5	148829768	148829788	cg06676778	cord_blood
chr5	148913248	148913268	cg26523417	epithelial
chr5	149427594	149427614	cg03543120	cord_blood
chr5	149430604	149430624	cg11671363	blood
chr5	149581963	149581983	cg02637352	epithelial
chr5	150245531	150245551	cg02724909	cord_blood
chr5	150640766	150640786	cg19984911	epithelial
chr5	151238506	151238526	cg15674899	cord_blood
chr5	152607234	152607254	cg17261096	epithelial
chr5	154373475	154373495	cg16666745	cord_blood
chr5	156526874	156526894	cg18530920	epithelial
